Cnty,Pol,Mstr_Cust,Child_Cust,Voy,ATD,ETD,Bk,Clp_Svc,Fcr,Invoice_Nbr,Sts,Creation_Dt,look_up_date,day_of_week,due_date
NV,HPZ,ASICS AMERICA CORPORATION,ATC,533017,2023-04-09,2023-04-09,364518,AOS,364518,MEXL068518,,,2023-04-09,Sunday,2023-04-11
ML,PEN,BOSE CORPORATION,BOSE,65570,2023-04-09,2023-04-09,816662,AOS,816662,,,,2023-04-09,Sunday,2023-04-11
ML,PEN,BOSE CORPORATION,BOSE,65570,2023-04-09,2023-04-09,816663,AOS,816663,,,,2023-04-09,Sunday,2023-04-11
PH,CEB,"GRUPO AXO, SAPI  C.V.",WARMEX,80951,2023-04-09,2023-04-09,850791,AOS,850791,MEXL068586,,,2023-04-09,Sunday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307114,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307114,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307114,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307114,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307114,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142358,2023-04-10,2023-04-10,307113,AOS,,,,,2023-04-10,Monday,2023-04-11
ML,PEN,BOSE CORPORATION,BOSE,65571,2023-04-10,2023-04-10,816659,AOS,816659,,,,2023-04-10,Monday,2023-04-11
ML,PEN,BOSE CORPORATION,BOSE,65577,2023-04-10,2023-04-10,816665,AOS,816665,,,,2023-04-10,Monday,2023-04-11
NV,SGN,"REV EDITION CO., LTD.",XREDC,533301,2023-04-10,2023-04-10,357345,AOS,,BKKL038075,,,2023-04-10,Monday,2023-04-11
ID,JKT,HANESBRANDS INTERNATIONAL (THAILAND) LTD.,XHBIL,292705,2023-04-10,2023-04-10,533563,AOS,,BKKL038053,,,2023-04-10,Monday,2023-04-11
NV,HPZ,TH ASIA LIMITED,THAS,532953,2023-04-10,2023-04-10,381883,AOS,345554,,,,2023-04-10,Monday,2023-04-11
TH,BKK,BAUER HOCKEY (BEIJING) LTD.,BHBEJ,142164,2023-04-11,2023-04-11,301709,AOS,301709,SHAL377073,,,2023-04-11,Tuesday,2023-04-12
TH,BKK,BAUER HOCKEY (BEIJING) LTD.,BHBEJ,142164,2023-04-11,2023-04-11,302219,AOS,302219,SHAL377074,,,2023-04-11,Tuesday,2023-04-12
TH,BKK,BAUER HOCKEY (BEIJING) LTD.,BHBEJ,142164,2023-04-11,2023-04-11,302220,AOS,301709,SHAL377073,,,2023-04-11,Tuesday,2023-04-12
NV,HPZ,BLUE STAR IMPORTS L.P. - MIX SIN,AEOMIX,533334,2023-04-11,2023-04-11,278737,AOS,278737,,,,2023-04-11,Tuesday,2023-04-12
TH,BKK,NEW BALANCE TRADING (CHINA) LIMITED,NBC,141940,2023-04-11,2023-04-11,297905,AOS,297905,SHAL385145,,,2023-04-11,Tuesday,2023-04-12
SI,SIN,DENSO MEXICO SA DE CV,XDEMS,68246,2023-04-11,2023-04-11,293011,AOS,,MEXL068627,,,2023-04-11,Tuesday,2023-04-12
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142266,2023-04-12,2023-04-11,306249,AOS,,,,,2023-04-11,Tuesday,2023-04-12
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142266,2023-04-12,2023-04-11,306249,AOS,,,,,2023-04-11,Tuesday,2023-04-12
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142266,2023-04-12,2023-04-11,306249,AOS,,,,,2023-04-11,Tuesday,2023-04-12
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142266,2023-04-12,2023-04-11,306249,AOS,,,,,2023-04-11,Tuesday,2023-04-12
TH,LCB,FORD MOTOR COMPANY (THAILAND) LIMITED (FTM),XFORD,142266,2023-04-12,2023-04-11,306249,AOS,,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,TJX CANADA,TJXCA,16355,2023-04-11,2023-04-11,684090,AOS,684087,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,TJX CANADA,TJXCA,16355,2023-04-11,2023-04-11,684089,AOS,684087,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,TJX CANADA,TJXCA,16355,2023-04-11,2023-04-11,684087,AOS,684087,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,TJX CANADA,TJXCA,16355,2023-04-11,2023-04-11,683460,AOS,683460,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683712,AOS,683709,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,NEWTON BUYING CORPORATION,NEWTON,16371,2023-04-11,2023-04-11,684202,AOS,684039,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,"MARSHALLS, INC",MSHALL,16371,2023-04-11,2023-04-11,684194,AOS,684192,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683731,AOS,683721,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,"MARSHALLS, INC",MSHALL,16371,2023-04-11,2023-04-11,684135,AOS,684133,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683710,AOS,683709,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,"MARSHALLS, INC",MSHALL,16371,2023-04-11,2023-04-11,683948,AOS,683948,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683713,AOS,683709,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683722,AOS,683721,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683727,AOS,683721,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683769,AOS,683769,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683776,AOS,683769,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,"MARSHALLS, INC",MSHALL,16371,2023-04-11,2023-04-11,684134,AOS,684133,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683784,AOS,683769,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683721,AOS,683721,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683775,AOS,683769,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,NEWTON BUYING CORPORATION,NEWTON,16371,2023-04-11,2023-04-11,684344,AOS,684344,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,NEWTON BUYING CORPORATION,NEWTON,16371,2023-04-11,2023-04-11,684345,AOS,684344,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683726,AOS,683721,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683774,AOS,683769,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683781,AOS,683769,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,NEWTON BUYING CORPORATION,NEWTON,16371,2023-04-11,2023-04-11,684039,AOS,684039,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683729,AOS,683721,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,NEWTON BUYING CORPORATION,NEWTON,16371,2023-04-11,2023-04-11,684147,AOS,684145,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683715,AOS,683709,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683773,AOS,683769,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683714,AOS,683709,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,"MARSHALLS, INC",MSHALL,16371,2023-04-11,2023-04-11,684193,AOS,684192,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,NEWTON BUYING CORPORATION,NEWTON,16371,2023-04-11,2023-04-11,684199,AOS,684039,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,NEWTON BUYING CORPORATION,NEWTON,16371,2023-04-11,2023-04-11,684201,AOS,684039,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683709,AOS,683709,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,NEWTON BUYING CORPORATION,NEWTON,16371,2023-04-11,2023-04-11,684200,AOS,684039,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,HOME GOODS BUYING,HGBUY,16371,2023-04-11,2023-04-11,683711,AOS,683709,,,,2023-04-11,Tuesday,2023-04-12
AU,MEL,"MARSHALLS, INC",MSHALL,16371,2023-04-11,2023-04-11,684192,AOS,684192,,,,2023-04-11,Tuesday,2023-04-12
NZ,AKL,VERTIV (AUSTRALIA) PTY LTD,XENPA,11764,2001-01-01,2023-04-11,116826,AOS,,SYDL738082,,,2023-04-11,Tuesday,2023-04-12
NZ,AKL,VERTIV (AUSTRALIA) PTY LTD,XENPA,11764,2001-01-01,2023-04-11,116837,AOS,,SYDL738083,,,2023-04-11,Tuesday,2023-04-12
NZ,AKL,VERTIV (AUSTRALIA) PTY LTD,XENPA,11764,2001-01-01,2023-04-11,116825,AOS,,SYDL738084,,,2023-04-11,Tuesday,2023-04-12
TH,LCB,NEW BALANCE ATHLETIC SHOES SDN BHD,NBMY,142089,2023-04-12,2023-04-12,303751,AOS,303751,,,,2023-04-12,Wednesday,2023-04-13
ID,JKT,ASICS AMERICA CORPORATION,ATC,292105,2023-04-12,2023-04-12,526948,AOS,526948,MEXL068367,,,2023-04-12,Wednesday,2023-04-13
ID,JKT,ASICS AMERICA CORPORATION,ATC,292105,2023-04-12,2023-04-12,526950,AOS,526950,MEXL068367,,,2023-04-12,Wednesday,2023-04-13
ID,JKT,ASICS AMERICA CORPORATION,ATC,292105,2023-04-12,2023-04-12,526949,AOS,526949,MEXL068367,,,2023-04-12,Wednesday,2023-04-13
ID,JKT,ASICS AMERICA CORPORATION,ATC,292109,2023-04-12,2023-04-12,526951,AOS,526951,MEXL068368,,,2023-04-12,Wednesday,2023-04-13
ML,PEN,BOSE CORPORATION,BOSE,65572,2023-04-12,2023-04-12,816664,AOS,816664,,,,2023-04-12,Wednesday,2023-04-13
ML,PEN,BOSE CORPORATION,BOSE,65572,2023-04-12,2023-04-12,816658,AOS,816658,,,,2023-04-12,Wednesday,2023-04-13
ML,PEN,BOSE CORPORATION,BOSE,65574,2023-04-12,2023-04-12,816637,AOS,816637,KEEL002685,,,2023-04-12,Wednesday,2023-04-13
NV,SGN,BAUER HOCKEY (BEIJING) LTD.,BHBEJ,533080,2023-04-12,2023-04-12,346098,AOS,312323,SHAL377071,,,2023-04-12,Wednesday,2023-04-13
NV,SGN,BAUER HOCKEY (BEIJING) LTD.,BHBEJ,533080,2023-04-12,2023-04-12,308498,AOS,308498,SHAL377070,,,2023-04-12,Wednesday,2023-04-13
NV,SGN,BAUER HOCKEY (BEIJING) LTD.,BHBEJ,533080,2023-04-12,2023-04-12,372902,AOS,312323,SHAL377071,,,2023-04-12,Wednesday,2023-04-13
NV,SGN,BAUER HOCKEY (BEIJING) LTD.,BHBEJ,533080,2023-04-12,2023-04-12,312323,AOS,312323,SHAL377071,,,2023-04-12,Wednesday,2023-04-13
NV,SGN,BAUER HOCKEY (BEIJING) LTD.,BHBEJ,533080,2023-04-12,2023-04-12,317102,AOS,317102,SHAL377072,,,2023-04-12,Wednesday,2023-04-13
NV,SGN,BAUER HOCKEY (BEIJING) LTD.,BHBEJ,533080,2023-04-12,2023-04-12,326621,AOS,312323,SHAL377071,,,2023-04-12,Wednesday,2023-04-13
NV,SGN,BAUER HOCKEY (BEIJING) LTD.,BHBEJ,533080,2023-04-12,2023-04-12,342908,AOS,312323,SHAL377071,,,2023-04-12,Wednesday,2023-04-13
NV,SGN,BAUER HOCKEY (BEIJING) LTD.,BHBEJ,533080,2023-04-12,2023-04-12,312324,AOS,312323,SHAL377071,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,291023,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292872,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,291976,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292786,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,293418,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292932,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,290884,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292749,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292752,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292755,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292731,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292784,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292120,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292823,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292724,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292756,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292930,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,293345,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,293419,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292119,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,293360,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,290336,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,291020,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,291027,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,291516,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292782,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,293349,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,293350,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292758,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,291977,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,293356,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292934,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292725,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,291024,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,293387,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,291533,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292729,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,293346,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292122,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292732,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,293420,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292787,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292931,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,293348,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,293352,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,291956,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,291518,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292753,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292123,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292730,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
SI,SIN,AMERICAN EAGLE OUTFITTERS HONG KONG LIMITED,AEOHK,68216,2023-04-12,2023-04-12,292754,AOS,290336,,,,2023-04-12,Wednesday,2023-04-13
